STATEFIPS,STATE,COUNTYFIPS,COUNTYNAME,AGI_STUB,N1,MARS2,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N07100,A07100,N07220,A07220,N07180,A07180,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N09600,A09600,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
01,AL,000,Alabama,0,2100274.0000,785681.0000,1273772.0000,4389348.0000,1388578.0000,97604671.000,1733560.0000,72276379.000,648344.0000,1508016.0000,280440.0000,1438543.0000,246271.0000,1103934.0000,340738.0000,2882806.0000,49990.0000,209185.0000,2125463.0000,155998.0000,2239541.0000,401412.0000,8250377.0000,177478.0000,956278.0000,239712.0000,2662189.0000,7094.0000,130896.0000,597252.0000,12580721.000,472832.0000,2009415.0000,104431.0000,139590.0000,502832.0000,646669.0000,594024.0000,2954116.0000,470141.0000,4048346.0000,515552.0000,2830060.0000,1486268.0000,63024651.000,697410.0000,870595.0000,363507.0000,415146.0000,99047.0000,51585.0000,112497.0000,95026.0000,548773.0000,1379125.0000,500205.0000,1233638.0000,403905.0000,529032.0000,24706.0000,127111.0000,1253809.0000,10336547.000,1403055.0000,10948191.000,307476.0000,1190657.0000,1724696.0000,5602752.0000
01,AL,001,Autauga County,0,24821.0000,10183.0000,11995.0000,52230.0000,17506.0000,1141741.0000,21177.0000,898499.0000,7893.0000,10302.0000,3179.0000,6121.0000,2739.0000,4010.0000,3414.0000,25106.0000,419.0000,2176.0000,12678.0000,1624.0000,17829.0000,4932.0000,112072.0000,1641.0000,8967.0000,2823.0000,30999.0000,39.0000,594.0000,7237.0000,139264.0000,5747.0000,19954.0000,1242.0000,2461.0000,6212.0000,4726.0000,7208.0000,28713.0000,6091.0000,52925.0000,6103.0000,28805.0000,18789.0000,718586.0000,9123.0000,11827.0000,5120.0000,6709.0000,1382.0000,772.0000,1163.0000,953.0000,5597.0000,13789.0000,5130.0000,12497.0000,3980.0000,5075.0000,129.0000,486.0000,16201.0000,103549.0000,17539.0000,109480.0000,3594.0000,13210.0000,20634.0000,61798.0000
01,AL,003,Baldwin County,0,85312.0000,37613.0000,47626.0000,175253.0000,52276.0000,4331432.0000,67180.0000,2944594.0000,30721.0000,76050.0000,16407.0000,85725.0000,14407.0000,61562.0000,15786.0000,168253.0000,1196.0000,13113.0000,107779.0000,9520.0000,155146.0000,19457.0000,440869.0000,6565.0000,38951.0000,13675.0000,160280.0000,403.0000,6531.0000,27586.0000,611052.0000,19960.0000,83744.0000,6595.0000,8687.0000,23246.0000,30650.0000,27422.0000,128949.0000,21775.0000,218889.0000,22828.0000,103703.0000,63304.0000,2909193.0000,27176.0000,35888.0000,14516.0000,17776.0000,3900.0000,1960.0000,3910.0000,3440.0000,16531.0000,37710.0000,14536.0000,32902.0000,12531.0000,15948.0000,1319.0000,6542.0000,55683.0000,482358.0000,61483.0000,517828.0000,18120.0000,82619.0000,63313.0000,186866.0000
01,AL,005,Barbour County,0,10873.0000,3367.0000,7821.0000,22943.0000,7228.0000,368337.0000,9024.0000,281232.0000,2853.0000,6459.0000,1184.0000,4808.0000,1087.0000,3810.0000,1546.0000,6718.0000,469.0000,890.0000,15870.0000,667.0000,8912.0000,1795.0000,34269.0000,946.0000,4599.0000,1199.0000,12728.0000,21.0000,345.0000,2149.0000,42163.0000,1587.0000,5600.0000,473.0000,1559.0000,1748.0000,1755.0000,2130.0000,9862.0000,1522.0000,11659.0000,1896.0000,9528.0000,6909.0000,210867.0000,3208.0000,3108.0000,1859.0000,1764.0000,372.0000,186.0000,377.0000,316.0000,3966.0000,10186.0000,3682.0000,9389.0000,2813.0000,3543.0000,43.0000,155.0000,5455.0000,29634.0000,6199.0000,31857.0000,1175.0000,3508.0000,9366.0000,29558.0000
01,AL,007,Bibb County,0,8639.0000,3517.0000,5068.0000,18539.0000,5921.0000,326695.0000,6801.0000,256627.0000,2115.0000,3496.0000,619.0000,1376.0000,507.0000,781.0000,1268.0000,8843.0000,203.0000,494.0000,6719.0000,476.0000,6161.0000,1417.0000,23387.0000,892.0000,4003.0000,897.0000,8880.0000,0.0000,0.0000,1774.0000,32550.0000,1467.0000,4874.0000,253.0000,302.0000,1447.0000,825.0000,1763.0000,6383.0000,1399.0000,9636.0000,1507.0000,6988.0000,5659.0000,193657.0000,2642.0000,3188.0000,1710.0000,2083.0000,344.0000,157.0000,357.0000,303.0000,2416.0000,5997.0000,2172.0000,5337.0000,1676.0000,2066.0000,35.0000,142.0000,4788.0000,26954.0000,5387.0000,28910.0000,959.0000,3154.0000,7289.0000,22279.0000
01,AL,009,Blount County,0,22197.0000,11692.0000,15452.0000,50847.0000,16358.0000,945582.0000,18476.0000,732593.0000,7120.0000,14301.0000,2161.0000,8437.0000,1843.0000,6903.0000,3811.0000,28428.0000,1241.0000,1631.0000,17120.0000,1753.0000,20990.0000,4237.0000,73904.0000,2281.0000,12170.0000,2729.0000,27971.0000,35.0000,431.0000,5918.0000,109203.0000,4829.0000,17442.0000,950.0000,1031.0000,5099.0000,4162.0000,5889.0000,23973.0000,4829.0000,38144.0000,4952.0000,20114.0000,15979.0000,569408.0000,7705.0000,9496.0000,4839.0000,6037.0000,866.0000,421.0000,1234.0000,1004.0000,5209.0000,11924.0000,4602.0000,10192.0000,4184.0000,5691.0000,104.0000,451.0000,13650.0000,79143.0000,15537.0000,85557.0000,3066.0000,8375.0000,18411.0000,54047.0000
01,AL,011,Bullock County,0,3807.0000,704.0000,2647.0000,8254.0000,2943.0000,115687.0000,3309.0000,89251.0000,677.0000,1581.0000,267.0000,1041.0000,239.0000,783.0000,508.0000,3845.0000,202.0000,222.0000,1577.0000,149.0000,2111.0000,500.0000,10087.0000,364.0000,1861.0000,296.0000,2841.0000,0.0000,0.0000,626.0000,11247.0000,469.0000,1388.0000,130.0000,147.0000,450.0000,396.0000,624.0000,2081.0000,386.0000,2402.0000,551.0000,3001.0000,2425.0000,59387.0000,1224.0000,1220.0000,686.0000,578.0000,159.0000,100.0000,138.0000,115.0000,1615.0000,4501.0000,1514.0000,4214.0000,1297.0000,1623.0000,20.0000,73.0000,1762.0000,8277.0000,2009.0000,9129.0000,415.0000,1498.0000,3302.0000,11548.0000
01,AL,013,Butler County,0,9080.0000,2730.0000,6207.0000,18387.0000,6019.0000,310793.0000,7426.0000,225988.0000,1956.0000,4360.0000,705.0000,3024.0000,610.0000,2088.0000,1368.0000,11046.0000,456.0000,591.0000,5000.0000,533.0000,6237.0000,1530.0000,25085.0000,1126.0000,5140.0000,894.0000,8613.0000,0.0000,0.0000,1420.0000,27507.0000,1052.0000,4519.0000,318.0000,343.0000,1105.0000,1000.0000,1411.0000,6107.0000,986.0000,6873.0000,1147.0000,6684.0000,5804.0000,178408.0000,2764.0000,2996.0000,1583.0000,1607.0000,378.0000,164.0000,323.0000,276.0000,3374.0000,9037.0000,3129.0000,8383.0000,2206.0000,2523.0000,51.0000,247.0000,4631.0000,27206.0000,5231.0000,29383.0000,1079.0000,2920.0000,7633.0000,25918.0000
01,AL,015,Calhoun County,0,49014.0000,20316.0000,31421.0000,103965.0000,32438.0000,2050807.0000,40389.0000,1539957.0000,18073.0000,26411.0000,5962.0000,18746.0000,5187.0000,12817.0000,6807.0000,61482.0000,803.0000,4035.0000,14606.0000,3549.0000,39234.0000,11466.0000,235832.0000,4607.0000,24068.0000,6357.0000,62306.0000,101.0000,1970.0000,12176.0000,229434.0000,9496.0000,31869.0000,2311.0000,2676.0000,10064.0000,9092.0000,12128.0000,46667.0000,9513.0000,69282.0000,10660.0000,56577.0000,35396.0000,1238535.0000,16332.0000,18110.0000,8876.0000,10464.0000,2117.0000,1007.0000,3029.0000,2351.0000,12668.0000,29445.0000,11455.0000,26390.0000,9115.0000,11613.0000,292.0000,1106.0000,30415.0000,180406.0000,33398.0000,192252.0000,6511.0000,19045.0000,41135.0000,122486.0000
01,AL,017,Chambers County,0,15039.0000,4362.0000,11223.0000,32463.0000,10404.0000,488522.0000,12811.0000,390049.0000,3357.0000,5930.0000,1319.0000,4398.0000,1157.0000,3208.0000,2678.0000,6102.0000,296.0000,940.0000,4618.0000,911.0000,10259.0000,2634.0000,36672.0000,1879.0000,10573.0000,1379.0000,13444.0000,0.0000,0.0000,3042.0000,52698.0000,2403.0000,7309.0000,539.0000,620.0000,2390.0000,2026.0000,3025.0000,10752.0000,2250.0000,14580.0000,2618.0000,12843.0000,10025.0000,254003.0000,5391.0000,5378.0000,2524.0000,2285.0000,836.0000,502.0000,1091.0000,901.0000,5658.0000,14419.0000,5261.0000,13346.0000,3881.0000,5008.0000,57.0000,266.0000,7376.0000,32680.0000,8473.0000,35181.0000,1515.0000,3785.0000,13111.0000,42134.0000
01,AL,019,Cherokee County,0,9331.0000,4707.0000,7399.0000,20217.0000,6132.0000,350825.0000,7327.0000,264757.0000,2963.0000,6104.0000,1128.0000,2877.0000,1007.0000,1971.0000,1737.0000,11750.0000,569.0000,878.0000,3937.0000,841.0000,11630.0000,2120.0000,38345.0000,1500.0000,6889.0000,1323.0000,13012.0000,23.0000,182.0000,2127.0000,39286.0000,1576.0000,5441.0000,504.0000,554.0000,1768.0000,1763.0000,2122.0000,8284.0000,1555.0000,11739.0000,1747.0000,7444.0000,6364.0000,202322.0000,2935.0000,3067.0000,1563.0000,1796.0000,271.0000,131.0000,595.0000,455.0000,2690.0000,6328.0000,2389.0000,5432.0000,1755.0000,2142.0000,48.0000,162.0000,5446.0000,27127.0000,6373.0000,29877.0000,1299.0000,3219.0000,7669.0000,22931.0000
01,AL,021,Chilton County,0,17727.0000,7895.0000,12177.0000,41890.0000,13783.0000,695357.0000,14906.0000,550479.0000,4457.0000,8117.0000,1539.0000,5502.0000,1309.0000,4490.0000,2964.0000,22967.0000,521.0000,1193.0000,8743.0000,1112.0000,15353.0000,2944.0000,52226.0000,1756.0000,9206.0000,1850.0000,19261.0000,0.0000,0.0000,4087.0000,78864.0000,3295.0000,10761.0000,682.0000,734.0000,3355.0000,2891.0000,4057.0000,15219.0000,3129.0000,23117.0000,3443.0000,16889.0000,12227.0000,398532.0000,5703.0000,6417.0000,3710.0000,4142.0000,578.0000,282.0000,739.0000,642.0000,4786.0000,12174.0000,4316.0000,10613.0000,4243.0000,6268.0000,91.0000,319.0000,10095.0000,54100.0000,11408.0000,58538.0000,2257.0000,6280.0000,14985.0000,45663.0000
01,AL,023,Choctaw County,0,5677.0000,2135.0000,4148.0000,11914.0000,3856.0000,224066.0000,4400.0000,175866.0000,1538.0000,3625.0000,436.0000,958.0000,402.0000,617.0000,854.0000,6084.0000,343.0000,446.0000,6831.0000,311.0000,3269.0000,1114.0000,19466.0000,495.0000,2434.0000,759.0000,8096.0000,0.0000,0.0000,1388.0000,26365.0000,1082.0000,3698.0000,262.0000,299.0000,979.0000,558.0000,1382.0000,4897.0000,820.0000,4551.0000,1159.0000,6011.0000,3796.0000,134856.0000,1813.0000,2342.0000,1059.0000,1281.0000,188.0000,98.0000,263.0000,211.0000,1648.0000,4244.0000,1499.0000,3830.0000,1089.0000,1240.0000,50.0000,160.0000,3175.0000,18830.0000,3589.0000,20324.0000,714.0000,1901.0000,4708.0000,15884.0000
01,AL,025,Clarke County,0,13330.0000,3892.0000,7938.0000,25477.0000,7846.0000,443112.0000,8998.0000,335584.0000,3347.0000,7068.0000,1230.0000,4268.0000,1078.0000,3485.0000,2049.0000,10910.0000,417.0000,905.0000,17712.0000,729.0000,10176.0000,2204.0000,36356.0000,1242.0000,7488.0000,1305.0000,14089.0000,23.0000,344.0000,2661.0000,52287.0000,2096.0000,7290.0000,461.0000,573.0000,1940.0000,1631.0000,2644.0000,10218.0000,1744.0000,11819.0000,2338.0000,12796.0000,7290.0000,266217.0000,3681.0000,4613.0000,2058.0000,2285.0000,390.0000,188.0000,609.0000,551.0000,3713.0000,10413.0000,3452.0000,9239.0000,2515.0000,2936.0000,84.0000,300.0000,5926.0000,37391.0000,6996.0000,40750.0000,1365.0000,4796.0000,10395.0000,32925.0000
01,AL,027,Clay County,0,5559.0000,2498.0000,4126.0000,12307.0000,3783.0000,193413.0000,4612.0000,155576.0000,1784.0000,3181.0000,510.0000,1280.0000,453.0000,920.0000,843.0000,7033.0000,387.0000,381.0000,4480.0000,341.0000,4447.0000,1091.0000,19617.0000,836.0000,3930.0000,640.0000,6109.0000,0.0000,0.0000,1081.0000,19562.0000,800.0000,2376.0000,256.0000,302.0000,879.0000,627.0000,1075.0000,3546.0000,775.0000,5145.0000,946.0000,4785.0000,3774.0000,111882.0000,1777.0000,1844.0000,1055.0000,1127.0000,195.0000,101.0000,332.0000,253.0000,1714.0000,4125.0000,1555.0000,3733.0000,1300.0000,1694.0000,22.0000,75.0000,3078.0000,14667.0000,3501.0000,16011.0000,687.0000,1822.0000,4695.0000,14743.0000
01,AL,029,Cleburne County,0,5640.0000,2913.0000,4207.0000,12883.0000,4144.0000,219381.0000,4650.0000,175807.0000,1908.0000,2830.0000,488.0000,805.0000,430.0000,514.0000,1010.0000,6695.0000,378.0000,368.0000,3257.0000,439.0000,5026.0000,1027.0000,17641.0000,697.0000,3586.0000,623.0000,5404.0000,0.0000,0.0000,1314.0000,25481.0000,1068.0000,3809.0000,211.0000,197.0000,1083.0000,944.0000,1306.0000,5248.0000,1007.0000,7490.0000,1094.0000,5837.0000,3886.0000,125947.0000,1842.0000,2133.0000,1133.0000,1394.0000,193.0000,86.0000,304.0000,239.0000,1547.0000,3571.0000,1370.0000,3010.0000,1105.0000,1452.0000,28.0000,132.0000,3300.0000,16815.0000,3838.0000,18534.0000,701.0000,1740.0000,4744.0000,14773.0000
01,AL,031,Coffee County,0,21101.0000,9307.0000,12401.0000,45075.0000,14129.0000,966905.0000,17724.0000,744495.0000,7740.0000,13332.0000,2899.0000,15651.0000,2559.0000,13242.0000,2893.0000,25549.0000,900.0000,2199.0000,11677.0000,1504.0000,16967.0000,5206.0000,125932.0000,1269.0000,6800.0000,2637.0000,28860.0000,57.0000,1058.0000,5461.0000,108829.0000,3877.0000,14944.0000,1352.0000,2108.0000,4674.0000,5233.0000,5424.0000,23471.0000,4461.0000,40532.0000,4429.0000,22551.0000,15440.0000,644987.0000,7192.0000,9517.0000,4046.0000,4985.0000,950.0000,499.0000,1088.0000,928.0000,5033.0000,11660.0000,4534.0000,10563.0000,3685.0000,4772.0000,156.0000,532.0000,13475.0000,98056.0000,14654.0000,103729.0000,3382.0000,11682.0000,17137.0000,53000.0000
01,AL,033,Colbert County,0,23870.0000,10374.0000,18059.0000,48993.0000,14621.0000,1022218.0000,19190.0000,744730.0000,8760.0000,14659.0000,2821.0000,8688.0000,2506.0000,6314.0000,4009.0000,33467.0000,767.0000,1949.0000,16673.0000,2024.0000,20981.0000,5627.0000,113136.0000,2516.0000,13048.0000,3382.0000,36085.0000,35.0000,509.0000,6111.0000,115966.0000,4573.0000,16457.0000,1359.0000,1543.0000,5021.0000,4293.0000,6088.0000,23633.0000,4502.0000,32202.0000,5269.0000,27137.0000,17121.0000,635366.0000,7816.0000,8736.0000,4117.0000,4785.0000,883.0000,408.0000,1835.0000,1470.0000,6150.0000,14678.0000,5534.0000,12618.0000,4149.0000,5060.0000,196.0000,695.0000,14937.0000,96024.0000,16997.0000,103272.0000,3527.0000,12337.0000,19608.0000,55838.0000
01,AL,035,Conecuh County,0,5665.0000,1720.0000,3699.0000,11493.0000,3538.0000,178485.0000,4321.0000,131895.0000,1264.0000,3111.0000,374.0000,1027.0000,296.0000,756.0000,853.0000,4838.0000,365.0000,338.0000,3710.0000,307.0000,3685.0000,948.0000,16249.0000,694.0000,3824.0000,585.0000,5419.0000,0.0000,0.0000,905.0000,16305.0000,682.0000,2329.0000,162.0000,148.0000,638.0000,473.0000,892.0000,3133.0000,563.0000,3594.0000,757.0000,3551.0000,3338.0000,100821.0000,1537.0000,1544.0000,866.0000,863.0000,175.0000,97.0000,217.0000,148.0000,2066.0000,5676.0000,1913.0000,5187.0000,1322.0000,1516.0000,30.0000,111.0000,2694.0000,14814.0000,3101.0000,15962.0000,662.0000,1565.0000,4725.0000,15052.0000
01,AL,037,Coosa County,0,3375.0000,1241.0000,2182.0000,7025.0000,2183.0000,123224.0000,2872.0000,94918.0000,876.0000,1367.0000,249.0000,812.0000,212.0000,556.0000,392.0000,2258.0000,104.0000,185.0000,1318.0000,219.0000,2330.0000,718.0000,10976.0000,493.0000,2618.0000,394.0000,3789.0000,0.0000,0.0000,618.0000,10842.0000,470.0000,1532.0000,114.0000,109.0000,459.0000,325.0000,611.0000,2102.0000,452.0000,2992.0000,496.0000,2355.0000,2350.0000,70877.0000,1023.0000,1067.0000,591.0000,642.0000,128.0000,67.0000,140.0000,125.0000,1115.0000,2738.0000,1012.0000,2528.0000,714.0000,809.0000,0.0000,0.0000,1969.0000,10442.0000,2170.0000,11002.0000,353.0000,763.0000,2926.0000,9705.0000
01,AL,039,Covington County,0,15808.0000,6704.0000,9682.0000,32891.0000,10155.0000,606723.0000,12604.0000,457924.0000,4816.0000,10259.0000,1716.0000,7898.0000,1489.0000,6437.0000,2497.0000,18909.0000,989.0000,1358.0000,11132.0000,1255.0000,15229.0000,3013.0000,52770.0000,1927.0000,7403.0000,1970.0000,18750.0000,33.0000,529.0000,3027.0000,62116.0000,2315.0000,8562.0000,611.0000,659.0000,2377.0000,1950.0000,3004.0000,11659.0000,2191.0000,16664.0000,2300.0000,11909.0000,10569.0000,365991.0000,4723.0000,6270.0000,2649.0000,2958.0000,605.0000,307.0000,635.0000,614.0000,4612.0000,11221.0000,4150.0000,10077.0000,3113.0000,3751.0000,139.0000,541.0000,8962.0000,52931.0000,10147.0000,57351.0000,2182.0000,7117.0000,13000.0000,39479.0000
01,AL,041,Crenshaw County,0,5950.0000,2256.0000,4195.0000,12452.0000,4092.0000,205540.0000,5027.0000,171518.0000,1520.0000,3096.0000,459.0000,1378.0000,388.0000,1026.0000,910.0000,2894.0000,532.0000,420.0000,4555.0000,301.0000,3804.0000,1015.0000,19233.0000,603.0000,2515.0000,616.0000,5937.0000,0.0000,0.0000,1062.0000,20282.0000,783.0000,2488.0000,247.0000,308.0000,825.0000,621.0000,1054.0000,3652.0000,731.0000,5170.0000,893.0000,4036.0000,4146.0000,123179.0000,1956.0000,2481.0000,1132.0000,1302.0000,227.0000,111.0000,350.0000,276.0000,1917.0000,4550.0000,1742.0000,4104.0000,1202.0000,1442.0000,31.0000,90.0000,3420.0000,16014.0000,3846.0000,17385.0000,732.0000,2251.0000,5037.0000,15333.0000
01,AL,043,Cullman County,0,32924.0000,16360.0000,23548.0000,73573.0000,22246.0000,1383902.0000,26945.0000,1032099.0000,11118.0000,22990.0000,4039.0000,9307.0000,3520.0000,6631.0000,5966.0000,46995.0000,2207.0000,3252.0000,57529.0000,2685.0000,35184.0000,6242.0000,111663.0000,3496.0000,18459.0000,3908.0000,39467.0000,87.0000,1206.0000,7751.0000,152334.0000,6086.0000,22052.0000,1457.0000,1575.0000,6433.0000,4727.0000,7723.0000,29747.0000,6031.0000,49993.0000,6383.0000,30907.0000,23200.0000,844705.0000,10849.0000,12555.0000,6249.0000,7394.0000,1206.0000,554.0000,2010.0000,1626.0000,7889.0000,17674.0000,6836.0000,15081.0000,6107.0000,8887.0000,228.0000,891.0000,19811.0000,123472.0000,22641.0000,134046.0000,4425.0000,17396.0000,27370.0000,80590.0000
01,AL,045,Dale County,0,20443.0000,8710.0000,11493.0000,43267.0000,13787.0000,831062.0000,17098.0000,648040.0000,6484.0000,9192.0000,2168.0000,3775.0000,1809.0000,2523.0000,2600.0000,16744.0000,522.0000,1546.0000,5075.0000,1364.0000,15025.0000,4718.0000,104828.0000,1465.0000,8234.0000,2510.0000,25295.0000,32.0000,384.0000,4242.0000,75046.0000,3001.0000,9802.0000,1040.0000,1638.0000,3526.0000,3154.0000,4195.0000,15571.0000,3293.0000,24874.0000,3468.0000,16992.0000,14776.0000,507286.0000,6620.0000,7445.0000,3801.0000,4490.0000,895.0000,453.0000,977.0000,757.0000,5605.0000,13409.0000,5111.0000,12238.0000,3999.0000,5117.0000,80.0000,276.0000,12627.0000,71529.0000,13840.0000,75619.0000,2954.0000,6946.0000,16982.0000,51277.0000
01,AL,047,Dallas County,0,21757.0000,4020.0000,12251.0000,42626.0000,13795.0000,600759.0000,15600.0000,457961.0000,3673.0000,7311.0000,1678.0000,6759.0000,1466.0000,4420.0000,3066.0000,25158.0000,559.0000,1299.0000,10903.0000,907.0000,11568.0000,2799.0000,47185.0000,2053.0000,10754.0000,1669.0000,17359.0000,25.0000,527.0000,3532.0000,64699.0000,2712.0000,8573.0000,643.0000,754.0000,2515.0000,2280.0000,3499.0000,12494.0000,2300.0000,14605.0000,3179.0000,17875.0000,11310.0000,321300.0000,5785.0000,6829.0000,2606.0000,2380.0000,782.0000,484.0000,949.0000,954.0000,8328.0000,24973.0000,7959.0000,23013.0000,5728.0000,7081.0000,99.0000,398.0000,8320.0000,43775.0000,10159.0000,48509.0000,1936.0000,6930.0000,18873.0000,63969.0000
01,AL,049,DeKalb County,0,27670.0000,12859.0000,21490.0000,64272.0000,21241.0000,952776.0000,22983.0000,757033.0000,7995.0000,13191.0000,2630.0000,10149.0000,2280.0000,7628.0000,4974.0000,33340.0000,2420.0000,1914.0000,9942.0000,1709.0000,21571.0000,4567.0000,74724.0000,4085.0000,22368.0000,2589.0000,23375.0000,47.0000,723.0000,4719.0000,89015.0000,3588.0000,12249.0000,1049.0000,1282.0000,3824.0000,3203.0000,4700.0000,17875.0000,3430.0000,24760.0000,3924.0000,18954.0000,17996.0000,514999.0000,9208.0000,9376.0000,5358.0000,5533.0000,845.0000,381.0000,1950.0000,1433.0000,8141.0000,19785.0000,7194.0000,17178.0000,7267.0000,10895.0000,157.0000,834.0000,14416.0000,70389.0000,17038.0000,77927.0000,2917.0000,8433.0000,23877.0000,73471.0000
01,AL,051,Elmore County,0,36521.0000,14843.0000,19200.0000,74745.0000,23442.0000,1684255.0000,31090.0000,1287700.0000,11424.0000,16614.0000,4381.0000,11501.0000,3816.0000,7732.0000,5598.0000,44122.0000,659.0000,3197.0000,14966.0000,2595.0000,34098.0000,7849.0000,184568.0000,2295.0000,13104.0000,4450.0000,50695.0000,88.0000,1289.0000,11268.0000,220686.0000,8957.0000,33256.0000,1957.0000,2806.0000,9662.0000,7374.0000,11218.0000,45444.0000,9459.0000,85114.0000,9452.0000,44012.0000,27631.0000,1051486.0000,12482.0000,15892.0000,6983.0000,8526.0000,2189.0000,1230.0000,1879.0000,1668.0000,8683.0000,21664.0000,7933.0000,19661.0000,5961.0000,7509.0000,199.0000,743.0000,23867.0000,153304.0000,25989.0000,163134.0000,5550.0000,16779.0000,30124.0000,91078.0000
01,AL,053,Escambia County,0,14493.0000,5441.0000,8973.0000,31367.0000,10384.0000,551926.0000,11894.0000,410646.0000,3999.0000,7946.0000,1384.0000,6742.0000,1192.0000,5379.0000,2232.0000,14944.0000,464.0000,1009.0000,11769.0000,1117.0000,16017.0000,2792.0000,49404.0000,1250.0000,7060.0000,1814.0000,18660.0000,47.0000,809.0000,2952.0000,57960.0000,2266.0000,7234.0000,574.0000,625.0000,2261.0000,2204.0000,2922.0000,10767.0000,2049.0000,13862.0000,2451.0000,13779.0000,9986.0000,319411.0000,4684.0000,5185.0000,2809.0000,3034.0000,577.0000,305.0000,736.0000,599.0000,4710.0000,12117.0000,4360.0000,10988.0000,3452.0000,4298.0000,99.0000,478.0000,8161.0000,44110.0000,9246.0000,48096.0000,2122.0000,6620.0000,11886.0000,37465.0000
01,AL,055,Etowah County,0,42429.0000,18223.0000,29941.0000,89679.0000,28292.0000,1761002.0000,34565.0000,1300891.0000,13361.0000,28800.0000,4734.0000,16296.0000,4115.0000,12623.0000,7451.0000,69823.0000,1149.0000,3446.0000,41554.0000,3358.0000,38300.0000,8940.0000,156577.0000,4213.0000,20409.0000,5581.0000,54976.0000,109.0000,2075.0000,10949.0000,208927.0000,8728.0000,36372.0000,1925.0000,2250.0000,9242.0000,8400.0000,10913.0000,49753.0000,8371.0000,61067.0000,9604.0000,44900.0000,29610.0000,1055891.0000,13986.0000,15407.0000,7541.0000,8633.0000,1658.0000,772.0000,3362.0000,2388.0000,12092.0000,29339.0000,10884.0000,25701.0000,8365.0000,10341.0000,334.0000,1423.0000,25218.0000,159304.0000,28819.0000,172767.0000,5548.0000,19517.0000,35592.0000,107586.0000
01,AL,057,Fayette County,0,6325.0000,3172.0000,4930.0000,13889.0000,4377.0000,234345.0000,5082.0000,188578.0000,2017.0000,4162.0000,569.0000,1347.0000,498.0000,892.0000,1140.0000,6556.0000,435.0000,443.0000,2224.0000,463.0000,6299.0000,1352.0000,21313.0000,886.0000,4528.0000,798.0000,7337.0000,0.0000,0.0000,1169.0000,20088.0000,916.0000,2903.0000,210.0000,198.0000,948.0000,555.0000,1159.0000,3860.0000,799.0000,5111.0000,1013.0000,5355.0000,4367.0000,138884.0000,1921.0000,2340.0000,1204.0000,1429.0000,212.0000,107.0000,334.0000,279.0000,1814.0000,4333.0000,1627.0000,3783.0000,1182.0000,1392.0000,24.0000,70.0000,3748.0000,18285.0000,4303.0000,19971.0000,833.0000,1793.0000,5240.0000,15517.0000
01,AL,059,Franklin County,0,13689.0000,5711.0000,11278.0000,35868.0000,10435.0000,490533.0000,11770.0000,381355.0000,3848.0000,7611.0000,1066.0000,4325.0000,901.0000,3460.0000,2075.0000,19898.0000,867.0000,754.0000,10857.0000,770.0000,8013.0000,2125.0000,32341.0000,1513.0000,6788.0000,1241.0000,11828.0000,22.0000,634.0000,2193.0000,40973.0000,1747.0000,6347.0000,386.0000,422.0000,1784.0000,1455.0000,2184.0000,8737.0000,1560.0000,9959.0000,1807.0000,9013.0000,8613.0000,266360.0000,4352.0000,4344.0000,2926.0000,2871.0000,353.0000,141.0000,617.0000,526.0000,3489.0000,8759.0000,3137.0000,7659.0000,4740.0000,8689.0000,103.0000,369.0000,6565.0000,38762.0000,7727.0000,42264.0000,1472.0000,6300.0000,11878.0000,36483.0000
01,AL,061,Geneva County,0,10547.0000,4846.0000,6714.0000,22354.0000,6930.0000,379914.0000,8580.0000,293664.0000,3524.0000,7423.0000,974.0000,2148.0000,820.0000,1623.0000,1635.0000,11225.0000,816.0000,798.0000,8233.0000,795.0000,8105.0000,2179.0000,40829.0000,973.0000,5818.0000,1297.0000,12330.0000,0.0000,0.0000,1740.0000,32646.0000,1284.0000,4346.0000,413.0000,870.0000,1384.0000,1096.0000,1734.0000,6614.0000,1297.0000,9853.0000,1376.0000,6907.0000,7124.0000,233823.0000,3006.0000,3511.0000,1728.0000,2017.0000,383.0000,203.0000,416.0000,337.0000,3038.0000,7544.0000,2735.0000,6633.0000,2035.0000,2437.0000,45.0000,179.0000,6167.0000,33343.0000,7061.0000,36025.0000,1468.0000,5705.0000,8678.0000,25231.0000
